Year_Month,AAPL Coeff,AXP Coeff,BA Coeff,CAT Coeff,CSCO Coeff,CVX Coeff,DIS Coeff,DOW Coeff,GS Coeff,HD Coeff,IBM Coeff,INTC Coeff,JNJ Coeff,JPM Coeff,KO Coeff,MCD Coeff,MMM Coeff,MRK Coeff,MSFT Coeff,NKE Coeff,PFE Coeff,PG Coeff,TRV Coeff,UNH Coeff,UTX Coeff,V Coeff,VZ Coeff,WBA Coeff,WMT Coeff,XOM Coeff
20071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
